Propofol	Remifentanil	Algometry	Tetany	Sedation	Laryingoscopy
0.125892541	0.712248558	3.92832E-08	2.05443E-07	0	0
0.125892541	0.987954269	3.30213E-07	6.48789E-07	0	0
0.125892541	1.370383451	3.1497E-06	2.15773E-06	0	0
0.125892541	1.900847905	4.98282E-05	1.37016E-05	0	0
0.125892541	2.636650899	0.000526569	7.9962E-05	0	0
0.125892541	3.657277336	0.006654907	0.000375339	0	0
0.125892541	5.072980091	0.08304016	0.002217532	0	0
0.125892541	7.036690038	0.505212442	0.014777708	0	0
0.125892541	9.760536373	0.996182944	0.076901695	0	0
0.125892541	13.5387618	1.114793332	0.390049193	1	0
0.125892541	18.77950802	0.836942196	1.010405174	1	0
0.125892541	26.04890511	1.036252261	0.880912578	1	1
0.125892541	36.13222757	1.016534623	1.002380039	1	1
0.125892541	50.11872336	1.0301178	1.041060576	1	1
0.158489319	0	1.45981E-12	1.81766E-09	0	0
0.158489319	0.1	2.36353E-11	5.77629E-09	0	0
0.158489319	0.138709199	4.77616E-11	7.61673E-09	0	0
0.158489319	0.192402418	1.63065E-10	1.17737E-08	0	0
0.158489319	0.266879853	5.6939E-10	2.35568E-08	0	0
0.158489319	0.370186906	2.41876E-09	4.12158E-08	0	0
0.158489319	0.513483291	1.46492E-08	1.26117E-07	0	0
0.158489319	0.712248558	8.97502E-08	4.66772E-07	0	0
0.158489319	0.987954269	7.28897E-07	1.2436E-06	0	0
0.158489319	1.370383451	7.47322E-06	5.44051E-06	0	0
0.158489319	1.900847905	7.19512E-05	2.48691E-05	0	0
0.158489319	2.636650899	0.000734046	0.000123146	0	0
0.158489319	3.657277336	0.008975358	0.00064936	0	0
0.158489319	5.072980091	0.114472818	0.003499545	0	0
0.158489319	7.036690038	0.783283499	0.023352513	0	0
0.158489319	9.760536373	1.186396957	0.131488536	0	0
0.158489319	13.5387618	0.990806717	0.500088185	1	0
0.158489319	18.77950802	0.844332539	0.920527283	1	0
0.158489319	26.04890511	1.000490593	0.961290077	1	1
0.158489319	36.13222757	1.068996221	0.877885655	1	1
0.158489319	50.11872336	1.257333043	0.922538474	1	1
0.199526231	0	1.16924E-11	7.42029E-09	0	0
0.199526231	0.1	1.02362E-10	2.03018E-08	0	0
0.199526231	0.138709199	2.01214E-10	2.4141E-08	0	0
0.199526231	0.192402418	5.64237E-10	3.46353E-08	0	0
0.199526231	0.266879853	1.68755E-09	6.29678E-08	0	0
0.199526231	0.370186906	8.62591E-09	1.56181E-07	0	0
0.199526231	0.513483291	3.63545E-08	3.63807E-07	0	0
0.199526231	0.712248558	2.28863E-07	9.90273E-07	0	0
0.199526231	0.987954269	1.57336E-06	3.25167E-06	0	0
0.199526231	1.370383451	1.59686E-05	1.10382E-05	0	0
0.199526231	1.900847905	0.00013492	4.80706E-05	0	0
0.199526231	2.636650899	0.001757317	0.000243062	0	0
0.199526231	3.657277336	0.017379282	0.00130129	0	0
0.199526231	5.072980091	0.206662645	0.008445506	0	0
0.199526231	7.036690038	0.734098826	0.035107646	0	0
0.199526231	9.760536373	1.051490172	0.205119383	1	0
0.199526231	13.5387618	0.925614192	0.650845104	1	0
0.199526231	18.77950802	0.927577231	0.808363478	1	0
0.199526231	26.04890511	0.899666625	0.837297131	1	1
0.199526231	36.13222757	0.987068634	1.014656079	1	1
0.199526231	50.11872336	0.950076083	0.927717856	1	1
0.251188643	0	6.42659E-11	2.7574E-08	0	0
0.251188643	0.1	5.83376E-10	5.89125E-08	0	0
0.251188643	0.138709199	1.18714E-09	8.74814E-08	0	0
0.251188643	0.192402418	2.39133E-09	1.32698E-07	0	0
0.251188643	0.266879853	8.52358E-09	1.69122E-07	0	0
0.251188643	0.370186906	2.78561E-08	4.47808E-07	0	0
0.251188643	0.513483291	1.35005E-07	7.275E-07	0	0
0.251188643	0.712248558	5.75282E-07	2.42606E-06	0	0
0.251188643	0.987954269	4.11515E-06	7.17375E-06	0	0
0.251188643	1.370383451	3.82033E-05	2.58507E-05	0	0
0.251188643	1.900847905	0.000347676	0.000118384	0	0
0.251188643	2.636650899	0.003875971	0.000395246	0	0
0.251188643	3.657277336	0.039375907	0.002207831	0	0
0.251188643	5.072980091	0.341565058	0.011929543	0	0
0.251188643	7.036690038	0.838177359	0.082824747	0	0
0.251188643	9.760536373	0.934528345	0.365578704	1	0
0.251188643	13.5387618	1.063629184	0.80745479	1	0
0.251188643	18.77950802	1.018673733	0.801028747	1	1
0.251188643	26.04890511	0.996375651	0.945955966	1	1
0.251188643	36.13222757	1.050141281	1.052576385	1	1
0.251188643	50.11872336	0.924799087	1.035879903	1	1
0.316227766	0	4.17485E-10	1.02489E-07	0	0
0.316227766	0.1	3.00827E-09	2.73531E-07	0	0
0.316227766	0.138709199	5.3175E-09	2.93117E-07	0	0
0.316227766	0.192402418	9.23266E-09	4.63937E-07	0	0
0.316227766	0.266879853	2.72454E-08	8.56206E-07	0	0
0.316227766	0.370186906	7.65003E-08	1.51163E-06	0	0
0.316227766	0.513483291	4.14291E-07	2.62199E-06	0	0
0.316227766	0.712248558	2.0496E-06	7.01367E-06	0	0
0.316227766	0.987954269	1.23485E-05	2.17869E-05	0	0
0.316227766	1.370383451	9.53262E-05	5.60239E-05	0	0
0.316227766	1.900847905	0.000743167	0.000263118	0	0
0.316227766	2.636650899	0.007526108	0.001251167	0	0
0.316227766	3.657277336	0.081628392	0.005651645	0	0
0.316227766	5.072980091	0.571017388	0.030224352	0	0
0.316227766	7.036690038	0.982964776	0.136783036	0	0
0.316227766	9.760536373	0.989138477	0.425906742	1	0
0.316227766	13.5387618	1.111743083	0.795177045	1	0
0.316227766	18.77950802	0.99534497	1.13005525	1	1
0.316227766	26.04890511	0.940778618	1.003600138	1	1
0.316227766	36.13222757	1.090743856	1.084048278	1	1
0.316227766	50.11872336	1.03152368	0.896143684	1	1
0.398107171	0	2.81946E-09	3.57713E-07	0	0
0.398107171	0.1	1.39256E-08	6.92395E-07	0	0
0.398107171	0.138709199	2.49723E-08	1.1559E-06	0	0
0.398107171	0.192402418	5.91967E-08	1.22146E-06	0	0
0.398107171	0.266879853	1.39265E-07	2.74615E-06	0	0
0.398107171	0.370186906	3.92324E-07	4.62956E-06	0	0
0.398107171	0.513483291	1.41671E-06	8.48342E-06	0	0
0.398107171	0.712248558	6.78652E-06	2.10047E-05	0	0
0.398107171	0.987954269	4.31787E-05	5.09562E-05	0	0
0.398107171	1.370383451	0.000284013	0.000133457	0	0
0.398107171	1.900847905	0.00205415	0.000594715	0	0
0.398107171	2.636650899	0.019867459	0.002363189	0	0
0.398107171	3.657277336	0.190132136	0.013393116	0	0
0.398107171	5.072980091	0.692733974	0.061040808	0	0
0.398107171	7.036690038	1.079022562	0.271468461	0	0
0.398107171	9.760536373	1.032744491	0.652644611	1	0
0.398107171	13.5387618	1.143267539	0.846304856	1	0
0.398107171	18.77950802	0.976123958	1.016113479	1	1
0.398107171	26.04890511	0.959646534	0.954488222	1	1
0.398107171	36.13222757	1.199885639	1.138957533	1	1
0.398107171	50.11872336	0.842509081	0.963225625	1	1
0.501187234	0	1.99935E-08	1.60142E-06	0	0
0.501187234	0.1	9.76074E-08	3.21459E-06	0	0
0.501187234	0.138709199	1.66625E-07	4.57991E-06	0	0
0.501187234	0.192402418	2.46614E-07	5.28361E-06	0	0
0.501187234	0.266879853	6.80777E-07	8.25753E-06	0	0
0.501187234	0.370186906	1.86655E-06	1.18482E-05	0	0
0.501187234	0.513483291	6.66062E-06	2.67985E-05	0	0
0.501187234	0.712248558	2.69135E-05	5.62362E-05	0	0
0.501187234	0.987954269	0.00013671	0.000144446	0	0
0.501187234	1.370383451	0.000784812	0.000465305	0	0
0.501187234	1.900847905	0.007436274	0.001623919	0	0
0.501187234	2.636650899	0.060606783	0.006547241	0	0
0.501187234	3.657277336	0.344650375	0.038185376	0	0
0.501187234	5.072980091	0.93016064	0.147070387	0	0
0.501187234	7.036690038	0.915292467	0.535912972	1	0
0.501187234	9.760536373	0.866887885	0.971462542	1	0
0.501187234	13.5387618	0.956276569	0.940658968	1	1
0.501187234	18.77950802	1.005018943	0.946501017	1	1
0.501187234	26.04890511	1.11833626	0.832442153	1	1
0.501187234	36.13222757	0.977978135	0.902370554	1	1
0.501187234	50.11872336	1.012205265	0.971404108	1	1
0.630957344	0	1.52633E-07	6.86242E-06	0	0
0.630957344	0.1	4.73429E-07	1.28794E-05	0	0
0.630957344	0.138709199	8.16186E-07	1.56735E-05	0	0
0.630957344	0.192402418	1.46237E-06	1.8051E-05	0	0
0.630957344	0.266879853	2.97534E-06	2.87628E-05	0	0
0.630957344	0.370186906	7.24078E-06	5.64847E-05	0	0
0.630957344	0.513483291	2.31274E-05	8.58082E-05	0	0
0.630957344	0.712248558	9.91382E-05	0.00017071	0	0
0.630957344	0.987954269	0.000471662	0.000455297	0	0
0.630957344	1.370383451	0.003496255	0.001406989	0	0
0.630957344	1.900847905	0.020338666	0.004440598	0	0
0.630957344	2.636650899	0.162068456	0.017148441	0	0
0.630957344	3.657277336	0.630601921	0.072629561	0	0
0.630957344	5.072980091	1.105661519	0.321823857	0	0
0.630957344	7.036690038	1.139811469	0.743707043	1	0
0.630957344	9.760536373	0.943641871	0.856765818	1	1
0.630957344	13.5387618	1.07209239	0.913124662	1	1
0.630957344	18.77950802	0.93554906	0.82321589	1	1
0.630957344	26.04890511	1.091646051	1.113075677	1	1
0.630957344	36.13222757	1.216334134	0.989137851	1	1
0.630957344	50.11872336	0.964671993	0.975625315	1	1
0.794328235	0	9.27672E-07	2.80703E-05	0	0
0.794328235	0.1	2.87984E-06	4.15442E-05	0	0
0.794328235	0.138709199	5.52905E-06	5.29715E-05	0	0
0.794328235	0.192402418	9.03722E-06	7.76585E-05	0	0
0.794328235	0.266879853	1.86754E-05	0.000104876	0	0
0.794328235	0.370186906	4.06829E-05	0.000135601	0	0
0.794328235	0.513483291	0.000112513	0.000281663	0	0
0.794328235	0.712248558	0.000429987	0.000645053	0	0
0.794328235	0.987954269	0.001974332	0.001670086	0	0
0.794328235	1.370383451	0.01084837	0.00427402	0	0
0.794328235	1.900847905	0.077276374	0.014032108	0	0
0.794328235	2.636650899	0.39619416	0.048345926	0	0
0.794328235	3.657277336	0.962838193	0.192710114	0	0
0.794328235	5.072980091	0.937149743	0.559369659	1	0
0.794328235	7.036690038	1.078922776	0.779387802	1	1
0.794328235	9.760536373	0.899115091	1.074675116	1	1
0.794328235	13.5387618	1.192197154	0.82877253	1	1
0.794328235	18.77950802	1.016812334	0.994629062	1	1
0.794328235	26.04890511	0.997381394	0.976599209	1	1
0.794328235	36.13222757	0.95953445	1.165775472	1	1
0.794328235	50.11872336	0.94631503	0.968487042	1	1
1	0	6.53332E-06	0.000145467	0	0
1	0.1	1.97302E-05	0.000179467	0	0
1	0.138709199	3.40038E-05	0.00020698	0	0
1	0.192402418	5.27592E-05	0.000354859	0	0
1	0.266879853	9.67483E-05	0.000400944	0	0
1	0.370186906	0.000200178	0.00060476	0	0
1	0.513483291	0.000519629	0.001097935	0	0
1	0.712248558	0.002578541	0.001946907	0	0
1	0.987954269	0.00931081	0.004297639	0	0
1	1.370383451	0.048437019	0.012782171	0	0
1	1.900847905	0.22597459	0.042834425	0	0
1	2.636650899	0.774581721	0.158136297	0	0
1	3.657277336	0.874139444	0.462995946	1	0
1	5.072980091	1.08422925	0.807401956	1	0
1	7.036690038	0.763731785	1.060372594	1	1
1	9.760536373	0.97	1.251851355	1	1
1	13.5387618	1.018343329	1.063927059	1	1
1	18.77950802	1.050080653	1.09691876	1	1
1	26.04890511	0.966981402	0.969620914	1	1
1	36.13222757	0.758644441	1.12094073	1	1
1	50.11872336	0.903715808	0.886357183	1	1
1.258925412	0	5.95743E-05	0.000422264	0	0
1.258925412	0.1	0.000142683	0.000654589	0	0
1.258925412	0.138709199	0.000172019	0.000810579	0	0
1.258925412	0.192402418	0.000316611	0.001314592	0	0
1.258925412	0.266879853	0.000588909	0.001477461	0	0
1.258925412	0.370186906	0.000936406	0.00219306	0	0
1.258925412	0.513483291	0.003227468	0.004320194	0	0
1.258925412	0.712248558	0.008774595	0.007393358	0	0
1.258925412	0.987954269	0.049332841	0.017787619	0	0
1.258925412	1.370383451	0.211265646	0.047219485	0	0
1.258925412	1.900847905	0.692277975	0.116638925	0	0
1.258925412	2.636650899	1.108492693	0.335395405	1	0
1.258925412	3.657277336	0.998301315	0.823650489	1	0
1.258925412	5.072980091	0.946318	0.925147571	1	0
1.258925412	7.036690038	1.029516828	1.071784837	1	1
1.258925412	9.760536373	1.021991248	1.125166371	1	1
1.584893192	0	0.000328052	0.001367178	0	0
1.584893192	0.1	0.000888937	0.00243568	0	0
1.584893192	0.138709199	0.001260764	0.003179498	0	0
1.584893192	0.192402418	0.002030545	0.004159398	0	0
1.584893192	0.266879853	0.003547188	0.004770873	0	0
1.584893192	0.370186906	0.007804248	0.009214161	0	0
1.584893192	0.513483291	0.018326134	0.014182213	0	0
1.584893192	0.712248558	0.054193603	0.024131886	1	0
1.584893192	0.987954269	0.219097118	0.051592207	1	0
1.584893192	1.370383451	0.44185852	0.126574557	1	0
1.584893192	1.900847905	0.781125658	0.305284689	1	0
1.584893192	2.636650899	0.903399035	0.633064433	1	0
1.584893192	3.657277336	1.056382664	0.875187367	1	1
1.584893192	5.072980091	0.862831095	0.913804331	1	1
1.584893192	7.036690038	0.995560076	0.98575415	1	1
1.584893192	9.760536373	1.050176211	0.933535582	1	1
1.995262315	0	0.002060197	0.006767638	1	0
1.995262315	0.1	0.00596518	0.010388856	1	0
1.995262315	0.138709199	0.007426372	0.012426581	1	0
1.995262315	0.192402418	0.011326621	0.017855443	1	0
1.995262315	0.266879853	0.018943465	0.020384481	1	0
1.995262315	0.370186906	0.046299968	0.032284752	1	0
1.995262315	0.513483291	0.105404966	0.054742913	1	0
1.995262315	0.712248558	0.272821115	0.083624484	1	0
1.995262315	0.987954269	0.574429118	0.156472071	1	0
1.995262315	1.370383451	0.706965301	0.396725849	1	0
1.995262315	1.900847905	1.18059373	0.662284655	1	0
1.995262315	2.636650899	0.91669599	0.814373874	1	0
1.995262315	3.657277336	1.055403312	1.071413725	1	1
1.995262315	5.072980091	1.15928624	1.023075456	1	1
1.995262315	7.036690038	1.014996984	0.95717474	1	1
1.995262315	9.760536373	0.988475113	0.955124134	1	1
2.511886432	0	0.014891441	0.026849588	1	0
2.511886432	0.1	0.03994465	0.036022426	1	0
2.511886432	0.138709199	0.050329227	0.047724543	1	0
2.511886432	0.192402418	0.07729837	0.062080369	1	0
2.511886432	0.266879853	0.113093646	0.086700514	1	0
2.511886432	0.370186906	0.23912707	0.112669134	1	0
2.511886432	0.513483291	0.42998413	0.180886142	1	0
2.511886432	0.712248558	0.638024758	0.327731027	1	0
2.511886432	0.987954269	0.887697949	0.450644847	1	0
2.511886432	1.370383451	0.830136844	0.640607435	1	0
2.511886432	1.900847905	0.90902925	0.738879521	1	0
2.511886432	2.636650899	1.035029164	1.038501286	1	1
2.511886432	3.657277336	0.918750451	0.937924376	1	1
2.511886432	5.072980091	0.979705777	1.140787233	1	1
2.511886432	7.036690038	1.123034953	1.006785477	1	1
2.511886432	9.760536373	0.930474697	0.986332732	1	1
3.16227766	0	0.084254232	0.105298134	1	0
3.16227766	0.1	0.181738078	0.12062226	1	0
3.16227766	0.138709199	0.17999068	0.172451599	1	0
3.16227766	0.192402418	0.286406503	0.180654408	1	0
3.16227766	0.266879853	0.419074806	0.209707234	1	0
3.16227766	0.370186906	0.659251212	0.318479811	1	0
3.16227766	0.513483291	0.781153699	0.468444273	1	0
3.16227766	0.712248558	0.816506208	0.655921822	1	0
3.16227766	0.987954269	0.951725304	0.852823186	1	1
3.16227766	1.370383451	1.068822009	0.853552382	1	1
3.16227766	1.900847905	0.985936698	0.865950442	1	1
3.16227766	2.636650899	0.868019766	1.289706274	1	1
3.16227766	3.657277336	1.300691675	0.941612439	1	1
3.16227766	5.072980091	1.02467398	0.928305771	1	1
3.16227766	7.036690038	1.151701662	1.04770086	1	1
3.16227766	9.760536373	1.269265756	0.891702889	1	1
3.981071706	0	0.415452093	0.309889709	1	0
3.981071706	0.1	0.725475207	0.372897489	1	0
3.981071706	0.138709199	0.845583495	0.423643652	1	0
3.981071706	0.192402418	0.827111633	0.465357269	1	0
3.981071706	0.266879853	0.738009353	0.573975711	1	0
3.981071706	0.370186906	0.895975459	0.609860947	1	0
3.981071706	0.513483291	1.17630674	0.773352288	1	0
3.981071706	0.712248558	0.988556417	0.77615917	1	1
3.981071706	0.987954269	0.989743278	0.977077799	1	1
3.981071706	1.370383451	0.900690125	0.951294711	1	1
3.981071706	1.900847905	1.034077603	0.784926969	1	1
3.981071706	2.636650899	0.945612806	1.015749834	1	1
3.981071706	3.657277336	1.043516618	1.09412107	1	1
3.981071706	5.072980091	1.113674555	1.126945833	1	1
3.981071706	7.036690038	1.176572538	1.023017654	1	1
3.981071706	9.760536373	0.998325136	1.148660884	1	1
5.011872336	0	0.749632481	0.670594081	1	0
5.011872336	0.1	1.03024973	0.787478844	1	1
5.011872336	0.138709199	1.023261531	0.837732139	1	1
5.011872336	0.192402418	1.011203012	0.714803354	1	1
5.011872336	0.266879853	0.982719487	0.726984907	1	1
5.011872336	0.370186906	0.879699072	0.998296943	1	1
5.011872336	0.513483291	1.233043367	1.01155306	1	1
5.011872336	0.712248558	1.126924341	0.874587149	1	1
5.011872336	0.987954269	1.169410717	0.973753359	1	1
5.011872336	1.370383451	1.048936	1.175308526	1	1
5.011872336	1.900847905	0.959200718	0.88121351	1	1
5.011872336	2.636650899	1.119094773	1.032116906	1	1
5.011872336	3.657277336	0.861987328	0.86076576	1	1
5.011872336	5.072980091	1.045844352	1.017345323	1	1
5.011872336	7.036690038	0.927729007	1.030897268	1	1
5.011872336	9.760536373	1.003050379	0.981713695	1	1
6.309573445	0	0.826964222	0.896706496	1	1
6.309573445	0.1	1.190358314	0.932634061	1	1
6.309573445	0.138709199	1.024911426	1.014653431	1	1
6.309573445	0.192402418	1.048072517	1.055352763	1	1
6.309573445	0.266879853	0.869309218	1.028335542	1	1
6.309573445	0.370186906	0.957192943	0.969136901	1	1
6.309573445	0.513483291	0.797183572	0.891645288	1	1
6.309573445	0.712248558	0.839498016	0.860807508	1	1
6.309573445	0.987954269	0.845916078	1.104251165	1	1
6.309573445	1.370383451	0.808932397	1.197805053	1	1
6.309573445	1.900847905	0.860264575	1.026415293	1	1
6.309573445	2.636650899	0.874902677	0.992908759	1	1
6.309573445	3.657277336	0.920542259	1.093988867	1	1
6.309573445	5.072980091	1.122603594	0.831347029	1	1
6.309573445	7.036690038	1.199941374	0.97398177	1	1
6.309573445	9.760536373	0.920802617	0.799462751	1	1
7.943282347	0	1.082717248	1.061326971	1	1
7.943282347	0.1	0.994839849	0.912552762	1	1
7.943282347	0.138709199	1.10582531	0.997566266	1	1
7.943282347	0.192402418	0.923989733	1.077510012	1	1
7.943282347	0.266879853	0.958599433	1.044302353	1	1
7.943282347	0.370186906	1.052847743	0.909025209	1	1
7.943282347	0.513483291	0.997938944	0.968599782	1	1
7.943282347	0.712248558	1.143852765	0.975371643	1	1
7.943282347	0.987954269	0.912970567	1.097928773	1	1
7.943282347	1.370383451	1.148770579	1.12849273	1	1
7.943282347	1.900847905	0.96	0.89327191	1	1
7.943282347	2.636650899	0.985465811	0.898000399	1	1
7.943282347	3.657277336	0.954865046	1.013122236	1	1
7.943282347	5.072980091	0.945925323	0.999875977	1	1
7.943282347	7.036690038	1.168216513	1.020218665	1	1
7.943282347	9.760536373	0.91982205	0.894747977	1	1
7.943282347	9.760536373	0.91982205	0.894747977	0.78276916	0.951916749
